"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate"
"e2efaea9-1660-42de-b264-161916a90c06","TOOL_002.basePlot.bgc","D18","TOOL",68.627943,-149.347229,"WGS84",20.1,843.8,0.1,"TOOL_002",2017-07-21 23:37:00,2018-05-02,"EcoCore_CSU","TOOL_002-M-9.5-21.5-20170721",NA,"TOOL_002-M-9.5-21.5-20170721-BM","B5-84","20180502 set 5B","EcoCore_PLFA_SOP_v1",1.89,1.22,0,0,0,0,0,0.3,0,1.16,0,1.28,0,4.39,4.61,0.93,0,0,0,1.51,4.85,0.69,12.99,0,0,0.76,3.54,0.95,23.06,0,2.22,0,2.1,2.79,0,0,0.98,5.24,4.19,0,2.98,NA,0,0,0,0,0,0,0,3.28,NA,0,0,24.44,0,0.93,1.01,35.29,146.5,18.21,5.06,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"57485304-394b-463f-9b69-454484638f09","TOOL_002.basePlot.bgc","D18","TOOL",68.627943,-149.347229,"WGS84",20.1,843.8,0.1,"TOOL_002",2017-07-22 00:21:00,2018-05-03,"EcoCore_CSU","TOOL_002-O-3-6-20170721",NA,"TOOL_002-O-3-6-20170721-BM","B6-31","20180503 set 6","EcoCore_PLFA_SOP_v1",1.94,0.12,0,0,0,0,7.42,6.62,0,0,0,22.86,22.92,103.1,105.01,16.97,0,0,0,32.33,182.34,47.16,188.89,10.99,0,8.3,69.31,11.91,0,0,64.12,0,0,83.67,27.22,12.08,9.26,0,39.45,15.61,27.12,NA,0,5.97,6.82,0,0,0,0,12.22,NA,0,0,29.3,0,6.19,0,35.38,1210.53,18.52,52.18,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"7a6cd670-12c6-42c6-81b3-37ce116f7cc1","TOOL_001.basePlot.bgc","D18","TOOL",68.585776,-149.54318,"WGS84",20.1,804.5,0.1,"TOOL_001",2017-07-22 00:29:00,2018-09-13,"EcoCore_CSU","TOOL_001-M-24.5-0-20170721",NA,"TOOL_001-M-24.5-0-20170721-BM","Dec-54","20180913 set 12b reruns","EcoCore_PLFA_SOP_v1",2.24,1.47,0,0,0,0,0,0,0,0,0,1.8,0,3.82,3.83,0.73,0,0,0,1.09,5.07,0.7,6.02,0,0,0,1.69,0,0,0,1.77,0,0,2.29,0,0,1.23,4.97,1.69,0,0,NA,1.66,0,0,0,0,0,0,1.58,NA,0,0,5.61,0,0.98,0,11.37,57.91,11.24,4.19,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"a3b25b56-ba88-404b-85ff-5a5e4a88b5b7","TOOL_002.basePlot.bgc","D18","TOOL",68.627943,-149.347229,"WGS84",20.1,843.8,0.1,"TOOL_002",2017-07-22 00:29:00,2018-05-02,"EcoCore_CSU","TOOL_002-M-3-6-20170721",NA,"TOOL_002-M-3-6-20170721-BM","B5-89","20180502 set 5B","EcoCore_PLFA_SOP_v1",1.82,1.09,0,0,0,0,0.1,0.35,0,0,0,1.68,0,9.31,8.14,1.46,0,0,0,2.62,11.36,0.83,18.41,0.69,0,0,9.51,1.13,26.53,0,4.69,0,0,5.05,0,0,0.46,16.75,4.41,0.96,4.72,NA,0,0,0,0,0,0,0,2.5,NA,0,0,12.86,0,0.72,0.8,27.14,173.16,21.66,5.64,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"4092808a-f628-4434-8dc5-322f77d2b90c","TOOL_001.basePlot.bgc","D18","TOOL",68.585776,-149.54318,"WGS84",20.1,804.5,0.1,"TOOL_001",2017-07-22 00:38:00,2018-09-13,"EcoCore_CSU","TOOL_001-O-24.5-0-20170721",NA,"TOOL_001-O-24.5-0-20170721-BM","Dec-50","20180913 set 12b reruns","EcoCore_PLFA_SOP_v1",1.71,0.34,0,0,0,0,5.47,2.79,13.69,0,2.22,16.44,0,67.95,37.05,8.78,0,0,0,23.6,107.12,36.56,121.8,8.06,0,0,25.73,0,15.77,0,48.33,0,43.88,95.11,8.78,8.56,9.12,151.12,22.55,8.3,4.75,NA,31.39,2.87,0,0,0,4.93,0,10.3,NA,0,0,33.68,0,8.57,0,54.47,1039.76,18.89,18.38,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"30e0fae8-994e-42ed-a8ab-7ce8a0af08a2","TOOL_002.basePlot.bgc","D18","TOOL",68.627943,-149.347229,"WGS84",20.1,843.8,0.1,"TOOL_002",2017-07-22 01:24:00,2018-08-30,"EcoCore_CSU","TOOL_002-O-28-1.5-20170721",NA,"TOOL_002-O-28-1.5-20170721-BM","B12-43","20180830 set 12a reruns","EcoCore_PLFA_SOP_v1",2.54,0.43,0,0,0,0,0,2.19,0,0,0,6.57,3.72,16.71,15.86,3.13,0,0,0,6.43,32.81,8.17,31.47,2.73,0,0,12.36,0,4.73,0,11.18,0,10.68,16.48,6.11,2.63,3.67,43.77,6.8,0,0,NA,7.87,1.84,1.8,0,0,0,0,3.99,NA,0,0,4.66,0,3.45,3.49,11.76,287.05,10.51,14.45,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"4edaa728-220f-4654-80d9-7beb07972bf9","TOOL_004.basePlot.bgc","D18","TOOL",68.616768,-149.629355,"WGS84",20.1,782.2,0.1,"TOOL_004",2017-07-26 12:08:00,2019-01-23,"EcoCore_CSU","TOOL_004-O-34-34.5-20170726",NA,"TOOL_004-O-34-34.5-20170726-BM","B13-26","20190123 Set 13-1 Re-Rerun","EcoCore_PLFA_SOP_v2",0.44,0.06,0,0,0,0,0,0,20.04,0,0,32.83,0,60.44,43.69,22.55,0,0,0,25.52,115.75,45.69,265.35,0,0,0,49.3,37.54,26.68,0,45.31,0,50.69,82.88,0,14.96,14.54,202.69,40.83,20.08,0,NA,50.87,9.44,9.73,0,0,0,0,24.52,NA,0,0,57.15,0,23.54,8.96,58.07,1459.65,29.11,27.65,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"047a9713-e726-4cbc-b080-606271245891","TOOL_003.basePlot.bgc","D18","TOOL",68.640255,-149.642461,"WGS84",20.1,707.8,0.1,"TOOL_003",2017-07-26 19:08:00,2019-01-23,"EcoCore_CSU","TOOL_003-O-5-14-20170726",NA,"TOOL_003-O-5-14-20170726-BM","B13-13","20190123 Set 13-1 Re-Rerun","EcoCore_PLFA_SOP_v2",0.59,0.13,0,0,0,0,0,0,0,0,0,13.21,0,27.47,26.51,8.13,0,0,0,13.42,52.38,15.03,77.88,0,0,0,29.35,15.86,11.89,0,24.06,0,15.95,38.02,12.87,5.64,7.28,88.38,16.41,7.69,0,NA,18.32,3.79,0,0,0,0,0,9.66,NA,0,0,25.57,0,9.74,3.76,38.79,617.07,12.99,12.34,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"56b89a98-50b5-4ce5-ba4e-6647de2903be","TOOL_003.basePlot.bgc","D18","TOOL",68.640255,-149.642461,"WGS84",20.1,707.8,0.1,"TOOL_003",2017-07-26 19:55:00,2019-01-23,"EcoCore_CSU","TOOL_003-O-28-9.5-20170726",NA,"TOOL_003-O-28-9.5-20170726-BM","B13-1","20190123 Set 13-1 Re-Rerun","EcoCore_PLFA_SOP_v2",0.44,0.04,0,0,0,0,0,0,0,0,0,33.88,0,42.27,48.4,20.04,0,0,0,24.29,94.43,27.31,160.14,0,0,0,38.44,0,17.41,0,37.68,0,55,53.86,13.57,14.07,20.09,97.39,39.68,0,0,NA,37.66,0,0,0,0,0,0,23.76,NA,0,0,51.69,0,23.04,0,82.09,1056.18,18.78,17.84,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"8e942520-7255-4211-b3d5-925a7aa5c099","TOOL_004.basePlot.bgc","D18","TOOL",68.616768,-149.629355,"WGS84",20.1,782.2,0.1,"TOOL_004",2017-07-26 22:52:00,2018-05-02,"EcoCore_CSU","TOOL_004-M-2.5-11.5-20170726",NA,"TOOL_004-M-2.5-11.5-20170726-BM","B5-85","20180502 set 5B","EcoCore_PLFA_SOP_v1",1.89,1.32,0,0,0,0,0,0.29,1.56,0,0,1.06,0,3.68,3.4,0.72,0,0,0,0.91,4.04,0.98,12.12,0,0,0,2.66,0.76,23.91,0,1.65,0,0,2.28,0,0,1,4.42,4.96,0,2.72,NA,0,0,0,0,0,0,0,10.7,NA,0,0,51.02,0,1.79,1.01,58.74,196.35,22.89,4.68,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"c57ca688-6eb1-4164-9d22-79eecf7f5a85","TOOL_004.basePlot.bgc","D18","TOOL",68.616768,-149.629355,"WGS84",20.1,782.2,0.1,"TOOL_004",2017-07-27 00:52:00,2018-05-09,"EcoCore_CSU","TOOL_004-M-34-34.5-20170726",NA,"TOOL_004-M-34-34.5-20170726-BM","B7-15","20180509 set 7","EcoCore_PLFA_SOP_v1",1.23,0.17,0,0,0,0,0,0,0,0,0,37.63,0,173.76,97.92,25.69,0,0,0,51.01,247.97,89.67,366.5,15.38,0,0,85.99,13.9,0,0,98.5,0,59.62,144.04,20.37,18.01,15.07,377.36,54.99,20.54,74.7,NA,0,6.65,7.42,0,0,0,0,19.33,NA,0,0,48.64,0,10.27,0,49.95,2230.9,41.1,37.32,"gBjiWWJpRwN5aMvHerCkcw==","n1ZvJKzEEAM=",NA,NA,"alaskaDeprecatedMethod","20201008T132517Z"
"f75e9a26-64c4-4efe-8b77-4ee2b1bff916","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 18:43:00,2019-10-18,"Microbial ID, Inc","BONA_071-M-6.5-19-20190826","A00000100811","BONA_071-M-6.5-19-20190826-BM","MI190910-0734","21","Midi_PLFA_SOP_v1",9.94,6.93,NA,0,0,0.31,0.28,0,NA,NA,0,1.27,0.57,6.3,3.87,0.67,0,NA,NA,1.86,8.61,2.72,13.5,4.32,0.88,0,3.58,0.53,1.33,0,0.46,1.07,7.21,7.95,NA,NA,NA,12.99,NA,0.52,4.32,NA,NA,0.6,0.12,0.16,0,0.17,NA,1,0,0,0,0.72,0,0.25,0,0.52,88.65,70.68,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"62d7b6d6-5284-4405-b2df-9ab5ef72d6c7","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 18:43:00,2019-10-18,"Microbial ID, Inc","BONA_071-O-6.5-19-20190826","A00000103276","BONA_071-O-6.5-19-20190826-BM","MI190910-0737","21","Midi_PLFA_SOP_v1",5.05,2.36,NA,0,0,3.62,1.48,0,NA,NA,1.5,9.08,2.4,58.28,14.46,10.97,0,NA,NA,9.19,71.51,11.25,190.75,18.9,3,0,19.82,8.4,30.24,0,2.16,65.76,347.5,144.55,NA,NA,NA,112.9,NA,3.38,34.35,NA,NA,8.89,3.54,3.01,3.4,3.41,NA,9.54,1.43,0,1.61,10.34,0,4.05,0.64,7.18,1232.49,63.73,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"056fab1b-6926-49f7-8e58-e919492384bb","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 19:34:00,2019-10-18,"Microbial ID, Inc","BONA_071-O-37-8.5-20190826","A00000103277","BONA_071-O-37-8.5-20190826-BM","MI190910-0735","21","Midi_PLFA_SOP_v1",5.03,1.14,NA,0,0,0,2.53,0,NA,NA,2.24,16.72,7.47,92.61,51.32,11.94,0,NA,NA,24.23,146.01,53.95,203.02,58.63,11.35,0,37.18,7.59,11.62,0,6.01,3.85,137.53,145.2,NA,NA,NA,203.94,NA,5.94,47.76,NA,NA,12.04,4.52,3.3,1.62,5.68,NA,9.43,2.01,0,1.63,8.51,0.92,3.24,1.57,9.57,1352.65,64.53,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"6a727429-80c5-4850-9513-66a2a1d5925f","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 19:34:00,2019-10-18,"Microbial ID, Inc","BONA_071-M-37-8.5-20190826","A00000100810","BONA_071-M-37-8.5-20190826-BM","MI190910-0732","21","Midi_PLFA_SOP_v1",10.15,4.99,NA,0,0,0,0.36,0,NA,NA,0,1.6,0.97,7.54,4.75,0.6,0,NA,NA,1.9,10.54,3.75,13.14,5.5,1.34,0,4.79,0.5,1.43,0,0.5,0,2.32,7.49,NA,NA,NA,15.33,NA,0.88,6.31,NA,NA,0,0.2,0,0,0,NA,1.14,0,0,0,0.7,0,0.23,0,0.48,94.29,47.17,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"c685cf06-ff87-44ec-ad09-b63abd66e42d","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 20:22:00,2019-10-18,"Microbial ID, Inc","BONA_071-O-39-31.5-20190826","A00000103278","BONA_071-O-39-31.5-20190826-BM","MI190910-0736","21","Midi_PLFA_SOP_v1",5.12,1.43,NA,0,0,3.71,1.98,0,NA,NA,1.36,14.99,2.46,85.25,18.98,13.6,0,NA,NA,5.71,110.09,18.34,234.38,0,4.25,0,26.06,11.33,35.71,0,1.78,79.09,330.44,211.74,NA,NA,NA,119.8,NA,9.38,48.08,NA,NA,12.35,5.4,6.25,3.06,4.21,NA,17.52,2.12,0,0,13.91,0,4.16,0,10.16,1467.64,72.01,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"e28ad8e4-80d9-48bc-8c76-f3ed5c70a7db","BONA_071.basePlot.bgc","D19","BONA",65.154979,-147.507196,"WGS84",20.11,246.1,0.1,"BONA_071",2019-08-26 20:22:00,2019-10-18,"Microbial ID, Inc","BONA_071-M-39-31.5-20190826","A00000100809","BONA_071-M-39-31.5-20190826-BM","MI190910-0733","21","Midi_PLFA_SOP_v1",10.16,7.64,NA,0,0,0,0.26,0,NA,NA,0,0.73,0.33,3.29,2.29,0.35,0,NA,NA,0.75,4.85,1.73,6.56,2.19,0.46,0.17,1.67,0.26,0.67,0,0.15,0.37,2.62,4.01,NA,NA,NA,5.28,NA,0.27,2.2,NA,NA,0.37,0,0,0,0,NA,0.42,0,0,0,0.32,0,0,0,0.24,42.79,71.02,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"b0728249-b316-4b7b-9672-5d6af18ef967","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 22:20:00,2019-10-18,"Microbial ID, Inc","BONA_070-O-26-8.5-20190826","A00000103265","BONA_070-O-26-8.5-20190826-BM","MI190910-0729","21","Midi_PLFA_SOP_v1",4.93,1.52,NA,0,0,3.89,1,0.75,NA,NA,1.68,12.45,4.44,61.69,30.64,10.18,0,NA,NA,10.89,95.92,26.08,166.81,24.04,4.52,0,22.64,7.94,13.29,0,2.2,23.8,203.96,124.06,NA,NA,NA,112.37,NA,3.73,44.23,NA,NA,10.1,4.91,3.6,1.84,4.35,NA,10.17,1.99,0,1.22,8.5,1.14,3.39,0,6.42,1070.81,76.79,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"8006dc24-375d-4f23-8177-0173ae8b0fc8","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 22:20:00,2019-10-18,"Microbial ID, Inc","BONA_070-M-26-8.5-20190826","A00000100808","BONA_070-M-26-8.5-20190826-BM","MI190910-0726","21","Midi_PLFA_SOP_v1",9.93,5.39,NA,0,0,0,0.46,0,NA,NA,0.16,1.62,0.78,5.72,4.23,0.62,0,NA,NA,1.33,8.35,3.26,11.98,3.74,1.03,0,3.75,0.47,1.19,0,0.27,0.38,3.66,5.56,NA,NA,NA,13.11,NA,0.36,3.88,NA,NA,0.54,0.19,0,0,0,NA,1.04,0,0,0,0.87,0,0.26,0,0.63,79.4,48.27,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"7550bab7-61b3-464c-90c5-435ebc1770f3","BONA_080.basePlot.bgc","D19","BONA",65.153889,-147.512286,"WGS84",20.1,241.8,0.1,"BONA_080",2019-08-26 22:21:00,2019-10-18,"Microbial ID, Inc","BONA_080-O-5-9-20190826","A00000103279","BONA_080-O-5-9-20190826-BM","MI190910-0742","21","Midi_PLFA_SOP_v1",4.96,1.96,NA,0,0,2.8,0.94,1.37,NA,NA,1.15,6.92,1.96,42.13,16.43,6.43,0,NA,NA,10.98,51.65,14.01,122.63,24.7,4.35,0,15.58,5.59,10.91,0,3.21,13.93,168.8,92.89,NA,NA,NA,83.05,NA,3.96,35.23,NA,NA,4.6,1.38,2.62,1.13,2.96,NA,5.54,1.06,0,0,5.12,0,1.89,0,3.75,771.61,56.77,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"280b13a8-bc26-42b0-a2c6-0671eab1f861","BONA_080.basePlot.bgc","D19","BONA",65.153889,-147.512286,"WGS84",20.1,241.8,0.1,"BONA_080",2019-08-26 22:23:00,2019-10-18,"Microbial ID, Inc","BONA_080-M-5-9-20190826","A00000100812","BONA_080-M-5-9-20190826-BM","MI190910-0739","21","Midi_PLFA_SOP_v1",10.1,6.39,NA,0,0,0.35,0.38,0,NA,NA,0,1.27,0.48,5.82,3.62,0.66,0,NA,NA,1.65,7.33,2.92,12.99,4.08,1.01,0,3.49,0.54,1.3,0,0.4,0.45,7.59,8.65,NA,NA,NA,12.81,NA,0.85,5.63,NA,NA,0,0,0.2,0,0.5,NA,0.82,0,0,0,0.59,0,0.2,0,0.44,87,55.47,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"bd75930a-0de6-42fb-8dd3-9e86c4e15553","BONA_080.basePlot.bgc","D19","BONA",65.153889,-147.512286,"WGS84",20.1,241.8,0.1,"BONA_080",2019-08-26 23:09:00,2019-10-18,"Microbial ID, Inc","BONA_080-M-8.5-24-20190826","A00000100813","BONA_080-M-8.5-24-20190826-BM","MI190910-0740","21","Midi_PLFA_SOP_v1",10.91,6.88,NA,0,0,0,0.39,0,NA,NA,0,1.13,0.6,5.06,3.78,0.53,0,NA,NA,1.21,6.05,2.1,9.69,3.69,0.86,0.17,3.47,0.38,1.1,0,0.31,0.27,2.37,3.98,NA,NA,NA,8.01,NA,0.36,3.31,NA,NA,0,0,0,0,0.28,NA,0.76,0,0,0,0.56,0,0.19,0,0.35,60.95,62.03,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"85e50a92-a67a-4401-b21b-b2d72c65dc94","BONA_080.basePlot.bgc","D19","BONA",65.153889,-147.512286,"WGS84",20.1,241.8,0.1,"BONA_080",2019-08-26 23:09:00,2019-10-18,"Microbial ID, Inc","BONA_080-O-8.5-24-20190826","A00000103281","BONA_080-O-8.5-24-20190826-BM","MI190910-0743","21","Midi_PLFA_SOP_v1",5.05,1.97,NA,0,0,2.75,0,0,NA,NA,0.86,8.26,2.18,52.9,14.64,11.17,0,NA,NA,7.2,61.7,16.08,156.49,22.35,3.95,0,19.99,8.12,17.93,0,2.09,39.82,319.41,101.17,NA,NA,NA,82.79,NA,4.9,39.7,NA,NA,5.45,1.52,2.23,1.42,2.73,NA,6.06,1.22,0,0,6.79,0,2.53,0.54,5.54,1032.46,56.96,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"a3cacfeb-4265-4351-8459-532035ae64bc","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 23:15:00,2019-10-18,"Microbial ID, Inc","BONA_070-M-30-21.5-20190826","A00000100807","BONA_070-M-30-21.5-20190826-BM","MI190910-0728","21","Midi_PLFA_SOP_v1",10.19,2.2,NA,0,0,1.64,1.48,0,NA,NA,1.17,7.43,4.16,41.86,25.93,4.2,0,NA,NA,10.3,57.28,20.63,78.91,29.04,6.51,0,29.2,3.02,6.4,0,3.47,0,37.61,54.58,NA,NA,NA,106.96,NA,2.92,25.6,NA,NA,0,0.54,0,0,3.03,NA,5.55,1.2,0,0,5.6,0,1.91,0,6.49,584.63,57.67,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"431ba563-2151-4839-bf00-cd80e0b774e1","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 23:15:00,2019-10-18,"Microbial ID, Inc","BONA_070-O-30-21.5-20190826","A00000103274","BONA_070-O-30-21.5-20190826-BM","MI190910-0731","21","Midi_PLFA_SOP_v1",4.88,0.9,NA,0,0,5.88,0,3.4,NA,NA,2.6,13,4.94,79.53,33.46,12.88,0,NA,NA,18.39,117.91,34.9,205.12,44.04,6.74,0,23.94,9.83,13.08,0,5.64,15.41,285.74,200.79,NA,NA,NA,154.7,NA,7.83,59.99,NA,NA,11.27,5.16,3.48,2.15,6.06,NA,14.75,2.96,0,0,13.08,0.95,3.55,0,9.25,1432.38,51.83,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"8f90c478-7dc7-4cec-9cb2-feed5e0ddb0a","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 23:55:00,2019-10-18,"Microbial ID, Inc","BONA_070-M-3-13.5-20190826","A00000100806","BONA_070-M-3-13.5-20190826-BM","MI190910-0727","21","Midi_PLFA_SOP_v1",10.08,3.33,NA,0,0,0,1.26,0,NA,NA,0.56,3.63,2.2,16.37,12.67,1.71,0,NA,NA,3.4,23.14,6.05,27.21,13.18,2.21,0,7.87,1.15,2.46,0,1.46,0,4.76,13.56,NA,NA,NA,29.39,NA,1.38,9.91,NA,NA,0,0,0,0,1.4,NA,2.1,0.49,0,0,2.43,0,0.61,0,1.89,194.45,49.06,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"1f7280d1-e478-4f22-a993-ae2610d7969c","BONA_070.basePlot.bgc","D19","BONA",65.153632,-147.509712,"WGS84",20.1,237.7,0.1,"BONA_070",2019-08-26 23:55:00,2019-10-18,"Microbial ID, Inc","BONA_070-O-3-13.5-20190826","A00000103275","BONA_070-O-3-13.5-20190826-BM","MI190910-0730","21","Midi_PLFA_SOP_v1",5.07,0.44,NA,0,0,5.49,2.56,0,NA,NA,2.41,15.7,7.22,92.04,52.44,12.45,0,NA,NA,31.76,128.92,63.44,198.68,76.47,12.62,0,22.47,8.71,12.36,0,12.42,0,156.14,177.94,NA,NA,NA,181.13,NA,8.48,52.84,NA,NA,9.01,1.76,2.87,0,8.99,NA,11.46,3.42,0,0,16.77,0,3.98,0,13.65,1406.57,51.01,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
"0e231d11-3490-487f-bff5-e13cf7ecef55","BONA_080.basePlot.bgc","D19","BONA",65.153889,-147.512286,"WGS84",20.1,241.8,0.1,"BONA_080",2019-08-26 23:59:00,2019-10-18,"Microbial ID, Inc","BONA_080-O-30-6-20190826","A00000103280","BONA_080-O-30-6-20190826-BM","MI190910-0741","21","Midi_PLFA_SOP_v1",5,1.1,NA,0,0,5.3,2.2,0,NA,NA,1.85,15.69,6.41,82.07,41.01,14.03,0,NA,NA,20.51,120.49,35.69,188.19,49.56,9.1,0,32.35,8.69,17.44,0,7.37,17.16,158.71,138,NA,NA,NA,170.07,NA,6.69,51.59,NA,NA,7.28,2.02,2.99,1.04,6.49,NA,12.58,2.51,0,1.98,16.04,0,5.47,0,10.47,1269.02,68.3,6.1,"X3dKIAlqROSj6yvdqziKsQ==","ujgT9aJ6r0v1tDEzqHQgRg==",NA,"0",NA,"20201008T131818Z"
